l2id,nj,chipct,mdist,lntotvar,olsrsvar,mdrsvar,ebintrcp,ebagec,olintrcp,olagec,fvintrcp,fvagec,ecintrcp,ecagec,pv00,pv10,pv11,pvc00,pvc10,pvc11,sexnum,sex55,hand,iqc,ageatfir
10124,2,-1E+036,-1E+036,.00731968785690751,-1E+036,-1E+036,.00319599294382283,-.000165322437743357,-.517777696650493,-.162595190738254,.0475296035313658,.00224178270837577,.0507255964751887,.00207646027063241,.000333046663646913,-1.57819436654563E-005,9.2144204534195E-007,.000331012959404768,-1.30401019033609E-005,2.24090542363232E-006,1,.5,1,-6.47540983606557,12.9774127310062
10125,3,2.42826881206206,.446295656361067,-.346529098535773,4.14965154686883E-005,.000185553237813912,-.0132720278010664,.000633454283976215,-.0238924554409084,.000981155222612294,.0527507509553778,-.00207307126677776,.0394787231543114,-.00143961698280154,.000342236740780993,-1.66668226169769E-005,9.85367352639351E-007,.00033885818743484,-1.76217869703238E-005,2.38380347073339E-006,0,-.5,1,12.5245901639344,17.2128678986995
10128,4,3.37296361946376,1.29154482567384,-.54757948156588,-.345704764710182,-1E+036,.001110598794719,-4.07350306591239E-005,-.0498964416336438,.0153796495639922,.0475296035313658,.00224178270837577,.0486402023260848,.00220104767771665,.000331113034990408,-1.63342733753039E-005,9.78833689520349E-007,.000325921509337713,-1.95840363269597E-005,2.87615747405732E-006,1,.5,1,14.5245901639344,18.5544147843943
10129,3,-1E+036,-1E+036,-.345817374104643,.000313968482605507,.00061855225922783,.0156891346782569,-.000763848111835162,.0082635253312074,-.0228075119001201,.0475296035313658,.00224178270837577,.0632187382096227,.00147793459654061,.000296564703997943,-1.42093265814771E-005,8.54723158653127E-007,.000291485042849027,-1.30784321548705E-005,2.33878623772047E-006,1,.5,1,-13.4754098360656,14.8829568788501
10132,3,7.75825880637987,8.76194144398437,-.341297955787192,.00126367411704043,.00224975221399201,.00877612119785494,-.000445086739997707,.1359858110062,-.0404333934394392,.0475296035313658,.00224178270837577,.0563057247292208,.00179669596837807,.00037118250582054,-1.81861401748158E-005,1.06437856442931E-006,.000369325001275177,-2.07912429639733E-005,2.89414870933054E-006,1,.5,0,14.5245901639344,18.3791923340178
10133,3,-1E+036,-1E+036,-.346108018306085,1.10738671296404E-005,-1E+036,-.0172882996304838,.000848537273636777,-.142106689875446,-.0180042110076557,.0527507509553778,-.00207307126677776,.035462451324894,-.00122453399314098,.00024016540165853,-1.10178764817299E-005,6.77517838437309E-007,.000234096253033583,-6.19779010966352E-006,1.51964866612107E-006,0,-.5,1,5.52459016393443,9.54962354551677
10134,1,-1E+036,-1E+036,-1E+036,-1E+036,-1E+036,.00445330252707088,-.000205208287765537,-1E+036,-1E+036,.0527507509553778,-.00207307126677776,.0572040534824487,-.0022782795545433,.00060148989430147,-2.92689580673756E-005,1.5974983661346E-006,.000614148918058715,-3.16704357446289E-005,3.09160015249832E-006,0,-.5,0,15.5245901639344,22.9650924024641
10136,3,8.80893895234273,8.95256288593022,-.342865658514186,5.62087033376858E-005,.00173319977529725,-.00418417883926699,.00018041495928792,.0079424585448853,-.0373514462972172,.0527507509553778,-.00207307126677776,.0485665721161108,-.00189265630748984,.00031633513388693,-1.52831116961519E-005,9.12253157243228E-007,.000312233184151908,-1.51715793644581E-005,2.21127373624827E-006,0,-.5,2,3.52459016393443,15.5181382614648
10138,4,2.08544594429991,.0652566332330662,-.548178173586585,-.345534712607207,-.345153282603493,.00264816514125271,-.00012850029762314,.0107077281370128,-.00298397895467819,.0527507509553778,-.00207307126677776,.0553989160966305,-.0022015715644009,.000304799919267407,-1.49459980293318E-005,9.06319627571651E-007,.00029826558784997,-1.64399838519022E-005,2.36183638407776E-006,0,-.5,0,5.52459016393443,17.3798767967146
10148,5,4.52716752541638,2.74153210279076,-.691616427821842,-.548294458233198,-.548435098132511,-.0289160107144619,.00139619882119864,-.0615752895399257,-.0103907542277826,.0527507509553778,-.00207307126677776,.0238347402409159,-.000676872445579117,.000205025445566693,-9.66814490985443E-006,6.29482109405097E-007,.00019508441052293,-7.41574703106265E-006,1.7346638055945E-006,0,-.5,1,10.5245901639344,13.3771389459274
